public_food_key,classification,food_name,food_description,protein_g_per_100g,carbohydrate_g_per_100g,fat_g_per_100g,fibre_g_per_100g
F000967,18101,"Beef, topside roast, untrimmed, roasted, no added fat",Cooked beef from the midsection of the carcase. Oven baked to an internal temperature of 70 degrees celsius with no added fat. Lean muscle meat with internal and external fat attached.,31.3,0,7.1,0
F000994,29101,"Beer, full strength (alcohol 4-4.9% v/v)","Alcoholic beverage characterised by the presence of hops or preparations of hops, prepared by the yeast fermentation of an aqueous extract of malted or unmalted cereals (usually barley), using low fermentation temperatures. Alcohol content between 4-4.9% v/v alcohol.",0.4,2.3,0,0
F000995,29101,"Beer, full strength (alcohol 4-4.9% v/v), carbohydrate modified","Alcoholic beverage characterised by the presence of hops or preparations of hops, prepared by the yeast fermentation of an aqueous extract of malted or unmalted cereals (usually barley), resulting in lower final carbohydrate levels than regular beer.  Alcohol content between 4 - 4.9% v/v alcohol.",0.3,1,0,0
F000996,29101,"Beer, high alcohol (5% v/v & above)","Alcoholic beverage characterised by the presence of hops or preparations of hops, prepared by the yeast fermentation of an aqueous extract of malted or unmalted cereals (usually barley), using warm temperature fermentation. Greater than or equal to 5% v/v alcohol.",0.5,2.1,0,0
F001004,29102,"Beer, light (alcohol 1-2.9% v/v)","Alcoholic beverage characterised by the presence of hops or preparations of hops, prepared by the yeast fermentation of an aqueous extract of malted or unmalted cereals (usually barley), so as to restrict alcohol formation or to remove alcohol after fermentation. Products are described on label as Light or Lite. Alcohol content between 1- less than 3% v/v alcohol.",0.2,2.2,0,0
F001006,29102,"Beer, mid-strength (alcohol 3-3.9% v/v)","Alcoholic beverage characterised by the presence of hops or preparations of hops, prepared by the yeast fermentation of an aqueous extract of malted or unmalted cereals (usually barley), so as to restrict alcohol formation or to remove alcohol after fermentation. Products are described on label as mid strength. Alcohol content between 3-3.9% v/v alcohol.",0.3,2.2,0,0
F001010,24302,"Beetroot, canned in brine, drained","Whole or sliced beetroots that has been boiled and canned in an acidified salted brine, then drained.",1.2,8.7,0,2
F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat",Rounded root vegetable with dark brown-purple skin and stems and purple flesh. Chopped and baked without added fat.,2.4,11.4,0.7,4.2
F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained","Rounded root vegetable with dark brown-purple skin and stems and purple flesh. Flesh boiled in unsalted water without added fat, then drained.",2.1,10,0.6,3.7
F001015,24302,"Beetroot, fresh, purple, peeled, raw",Rounded root vegetable with dark brown-purple skin and stems and purple flesh. Edible portion comprises flesh only. Uncooked.,2,9.4,0.6,3.4
F001029,11902,"Beverage base, chocolate flavour, added vitamins & minerals (Milo)","Dry beverage base used to prepare a chocolate flavoured beverage with the addition of milk. Typical ingredients include malted cereals, milk solids and cocoa. Contains added iron, calcium and vitamins B2, B3, B6, B12, C & D. Milo brand is an example of such a product.",12.4,60.1,9.9,6.8
F001032,11904,"Beverage base, chocolate flavour, unfortified (Nesquik brand)","Dry beverage base used to prepare a chocolate flavoured beverage with the addition of milk. Typical ingredients include sugar, cocoa, soy lecithin and salt. No added vitamins or minerals.",5.3,83.2,2.8,5.8
F001036,11904,"Beverage base, drinking chocolate, unfortified","Unfortified powdered mixture of sugar and cocoa or chocolate used for mixing with milk or water to produce a beverage. Other ingredients may include maltodextrin, milk solids, soy lecithin, salt, flavour.",5.6,76.3,4.8,1.5
F001064,11903,"Beverage, chocolate flavour, from drinking chocolate, with regular fat cow's milk",Beverage prepared by mixing drinking chocolate powder with regular fat cows milk.,3.5,10.2,3.5,0.1
F001068,11901,"Beverage, chocolate flavour, from Milo powder, with regular fat cow's milk",Beverage prepared by mixing milo powder with regular fat cows milk.,4.1,10.2,4,0.6
F001073,11903,"Beverage, chocolate flavour, from Nesquik powder, with regular fat cow's milk",Beverage prepared by mixing chocolate Nesquik powder with regular fat cow's milk.,3.4,9.7,3.4,0.3
F001115,13204,"Biscuit, savoury, corn cake, plain, salted","Commercially prepared, round or square, savoury dry cake, made from puffed corn and salted.",9.8,71.5,3,5.9
F001118,13202,"Biscuit, savoury, from rye flour, crispbread","A thin, flat rectangle of dry bread made predominantly from rye flour. Commercially prepared; some brands may include a proportion of wheat flour.",8.8,60.6,1.3,16.5
F001120,13201,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted","A thin, flat rectangle of puffed, toasted dry bread made from white wheat flour.",12.3,66.1,5.6,3.3
F001122,13201,"Biscuit, savoury, from white wheat flour, cheese-flavoured","Commercially prepared savoury small biscuit made from white wheat flour, with added fat and cheese flavourings.",12,56.4,24.2,2.9
F001123,13201,"Biscuit, savoury, from white wheat flour, flaky cracker style","Commercially prepared, square, plain savoury biscuit made from white wheat flour, with a flaky or layered texture.",11.5,63.6,20.7,3
F001126,13201,"Biscuit, savoury, from white wheat flour, plain snack cracker style","Commercially prepared, small, plain savoury biscuit made from white wheat flour and added fat, sprinkled with salt.",8.1,66.3,20.7,3.4
F001129,13201,"Biscuit, savoury, from white wheat flour, Salada style",Commercially prepared square biscuits made from white wheat flour with added fat and sprinkled with salt.,9.2,63.1,14.2,3.6
F001133,13201,"Biscuit, savoury, from white wheat flour, water cracker style","Commercially prepared round, savoury biscuits made from white wheat flour and water.",10.4,69.4,7.2,3.7
F001135,13201,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed","Commercially prepared savoury thin, flat rectangle of puffed, toasted dry bread made from wholemeal wheat flour, some with added bran, malt or rye.",14,69.1,3.8,7.6
F001137,13201,"Biscuit, savoury, from wholemeal wheat flour, crispbread","Commercially prepared savoury thin, flat, biscuit made from wholemeal wheat flour (plain varieties).",10.6,59.1,8.1,9.9
F001147,13203,"Biscuit, savoury, rice cake, from brown rice, plain","Commercially prepared, round or square, savoury dry cake, approximately 1 cm thick, made from brown puffed rice. Does not contain added flavour. May contain added salt.",8.8,76.3,3.5,3.5
F001151,13203,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)","Commercially prepared savoury biscuit made predominantly from rice flour, with added seaweed flavourings.",7.1,74.1,6.7,1.5
F001152,13203,"Biscuit, savoury, rice cracker, plain","Commercially prepared savoury biscuit made predominantly from rice flour, with added salt and/or 'original' flavours.",7,78.8,4.3,0.9
F001153,13203,"Biscuit, savoury, rice cracker, seaweed flavoured","Commercially prepared savoury biscuit made predominantly from rice flour, with added seaweed flavourings.",9.6,75.3,1.2,1.6
F001164,13101,"Biscuit, sweet, Anzac style, commercial","Commercially prepared sweet crunchy oat based biscuit. Typical ingredients include rolled oats, wheat flour, coconut and golden syrup.",5.8,60.3,22.1,3.8
F001165,13101,"Biscuit, sweet, Anzac style, homemade from basic ingredients","Home prepared crunchy oat biscuit prepared from common household ingredients including rolled oats, wheat flour, coconut, fat and golden syrup.",4.6,64,22.6,3.1
F001167,13105,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial","Commercially prepared sweet biscuit, generally chocolate flavoured, sandwiched with caramel filling and coated in chocolate.",5.6,61.8,19.7,1.8
F001168,13105,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated","Commercially prepared sweet biscuit, generally chocolate flavoured, sandwiched with sweetened creamy mint filling and coated in chocolate.",6.3,60.6,29.4,0.6
F001170,13105,"Biscuit, sweet, chocolate chip or coated",Commercially prepared sweet biscuit with added chocolate chips or coating.,5.8,61.9,22.7,3
F001174,13105,"Biscuit, sweet, chocolate chip, homemade from basic ingredients, fat not further defined","Home prepared sweet biscuit baked with chocolate chips embedded in the biscuit dough. Made from common household ingredients including wheat flour, chocolate chips, sugar, fat and eggs.",5.1,66,21.7,1
F001182,13101,"Biscuit, sweet, chocolate flavoured, commercial","Commercially prepared crunchy chocolate flavoured biscuit, commonly containing wheat flour, sugar, cocoa, fats, and eggs.",6.2,72.4,17.2,1.9
F001195,13101,"Biscuit, sweet, ginger flavoured, commercial",Commercially prepared sweet crunchy ginger flavoured biscuits.,4.8,77.7,10.6,1.9
F001215,13101,"Biscuit, sweet, plain","Commercially prepared sweet plain biscuit, made without added flavourings, chocolate, fruit or nuts.",6.4,69.4,15.8,2.1
F001227,13103,"Biscuit, sweet, plain, with icing, commercial","Commercially prepared, crisp sweet biscuit topped with sugar-based icing. Predominant ingredients are white wheat flour, sugar, animal or vegetable fats, salt and chemical leavening.",4.6,77.5,11.2,1.7
F001233,13104,"Biscuit, sweet, sandwich, cream & jam filling","Commercially prepared, non-chocolate flavoured sweet biscuit sandwiched with jam and sweetened creamy filling.",4,64.1,22.5,1.8
F001234,13105,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, tim tam style","Commercially prepared sweet biscuit, generally chocolate flavoured, sandwiched with sweetened creamy filling and coated in chocolate.",5.4,63.1,25.4,2.2
F001244,13101,"Biscuit, sweet, shortbread style, commercial","Commercially prepared shortbread-style biscuits. Ingredients may include butter, wheat flour, sugar and rice flour.",6.2,60.8,26.3,2.3
F001251,13101,"Biscuit, sweet, wheatmeal",Commercially prepared sweet biscuit made from wheat flour with added wheatmeal.,7.8,67,11.7,5.6
F001266,16201,"Blackberry, purchased frozen","Round fruit characterised by a collection of tiny, shiny black drupelets around a central white core. Frozen prior to sale.",1.2,7.4,0.3,4.5
F001267,16201,"Blackberry, raw","Round fruit characterised by a collection of tiny, shiny, black drupelets around a central white core.",1.2,7.4,0.3,4.5
F001276,15101,"Blue grenadier (hoki), fillet, baked, no added fat","Blue grenadier (hoki) with or without skin, cooked.",24.6,0,1.6,0
F001277,15101,"Blue grenadier (hoki), fillet, raw",Uncooked blue grenadier (hoki) with or without skin.,18,0,1.2,0
F001278,15101,"Blue grenadier (hoki), fillet, steamed, no added fat","Blue grenadier (hoki) flesh, imported into Australia, that has been steamed with no added fat.",21.4,0,1.4,0
F001289,16201,"Blueberry, purchased frozen","Small, deep blue berry with whitish waxy bloom. Frozen prior to sale.",0.5,10.7,0,3
F001290,16201,"Blueberry, raw","Small, deep blue berry with whitish waxy bloom.",0.5,10.4,0,3
F001300,24201,"Bok choy, fried, no added fat","Asian vegetable with white to pale green coloured stems, and rounded, dark-green leaves. Fried without added fat.",3.6,0.8,0.3,3.5
F001301,24201,"Bok choy, raw","Asian vegetable with white to pale green coloured stems, and rounded, dark-green leaves. Uncooked.",2.5,0.6,0.2,2.4
F001302,24201,"Bok choy, steamed","Asian vegetable with white to pale green coloured stems, and rounded, dark-green leaves. Boiled in unsalted water without added fat, then drained.",2.6,0.6,0.2,2.6
F001322,18606,"Braised steak & onions, canned","Canned product commonly containing beef steak, onion, cereal, tomato, salt, spice and water.",7.2,4.5,1.6,0.8
F001353,12201,"Bread roll, from white flour","Commercially prepared bread made from white, wheaten bread-making flour and other permitted ingredients. Dough is shaped into individual serves before baking. Contains added folic acid, iodised salt and thiamin.",9.3,44.6,2.9,3
F001360,12203,"Bread roll, from wholemeal flour","Commercially prepared bread made from wholemeal, wheaten bread-making flour and other permitted ingredients. Dough is shaped into individual serves before baking. Contains added folic acid, iodised salt and thiamin. Cooked by toasting after purchase.",10.1,45.2,3,5.8
F001365,12202,"Bread roll, mixed grain","Commercially prepared bread made from white and/or wholemeal flour with added kibbled grains. Dough shaped into a single serve before baking. Contains added folic acid, iodised salt and thiamin.",12.2,40.3,3,5.6
